AFFGEOID,ALAND,AWATER,Acres,GEOID,LSAD,NAME,NAMELSAD,PLACEFP,PLACENS,STATEFP,STATE_NAME,STUSPS,majority
1600000US1200625,2731534,49685,679.25420263,1200625,43,Alford,Alford town,00625,02405131,12,Florida,FL,3.0
1600000US1326084,53117912,265543,13167.5361963,1326084,25,Eatonton,Eatonton city,26084,02403537,13,Georgia,GA,3.0
1600000US2264100,6260269,7591,1542.21036592,2264100,47,Reeves,Reeves village,64100,02407535,22,Louisiana,LA,3.0
1600000US0162328,91711101,2288725,23221.1602083,0162328,25,Prattville,Prattville city,62328,02404568,01,Alabama,AL,3.0
1600000US0139472,2504086,1487,618.880107916,0139472,43,Kellyton,Kellyton town,39472,02405933,01,Alabama,AL,3.0
1600000US0477490,43575950,0,10768.6143048,0477490,43,Tusayan,Tusayan town,77490,02663676,04,Arizona,AZ,4.0
1600000US1343640,115869000,561522,28749.4943103,1343640,25,Kingsland,Kingsland city,43640,02404833,13,Georgia,GA,3.0
1600000US1255875,3779247,0,924.597525149,1255875,43,Penney Farms,Penney Farms town,55875,02407097,12,Florida,FL,3.0
1600000US3432310,4505069,27286,1109.79087773,3432310,21,Ho-Ho-Kus,Ho-Ho-Kus borough,32310,00885258,34,New Jersey,NJ,4.0
1600000US3720840,3406973,11280,854.30782713,3720840,43,Ellerbe,Ellerbe town,20840,02406441,37,North Carolina,NC,4.0
1600000US4082200,2331719,10050,571.676296298,4082200,43,Wright City,Wright City town,82200,02413514,40,Oklahoma,OK,3.0
1600000US4171000,5650192,0,1393.94622579,4171000,25,Sumpter,Sumpter city,71000,02412002,41,Oregon,OR,4.0
1600000US4611140,382698,0,90.9572603912,4611140,25,Central City,Central City city,11140,01267317,46,South Dakota,SD,3.0
1600000US2223235,4267457,15873,1057.51527039,2223235,47,Elizabeth,Elizabeth village,23235,02406433,22,Louisiana,LA,4.0
1600000US2872760,26870972,245557,6691.90630974,2872760,43,Thaxton,Thaxton town,72760,02406728,28,Mississippi,MS,3.0
1600000US2842980,5026388,19455,1251.13304355,2842980,43,Maben,Maben town,42980,02406069,28,Mississippi,MS,3.0
1600000US3663957,2907114,276184,783.058086242,3663957,47,Round Lake,Round Lake village,63957,02391103,36,New York,NY,4.0
1600000US4066550,6631231,0,1644.11897848,4066550,43,Shady Point,Shady Point town,66550,02413274,40,Oklahoma,OK,3.0
1600000US4036090,10240022,138360,2560.14457686,4036090,43,Horntown,Horntown town,36090,02412768,40,Oklahoma,OK,3.0
1600000US0136448,50953140,435001,12751.1779825,0136448,25,Hueytown,Hueytown city,36448,02404738,01,Alabama,AL,3.0
1600000US1254700,90911120,15928864,26367.5262539,1254700,25,Panama City,Panama City city,54700,02404468,12,Florida,FL,3.0
1600000US1382412,3039218,30009,752.961013631,1382412,25,Whigham,Whigham city,82412,02405728,13,Georgia,GA,4.0
1600000US0822035,38093452,6203266,10916.7956261,0822035,25,Durango,Durango city,22035,02410374,08,Colorado,CO,3.0
1600000US1321744,11905778,948781,3170.31474422,1321744,43,Dasher,Dasher town,21744,02406355,13,Georgia,GA,4.0
1600000US4558030,43938509,6697337,12420.7717338,4558030,43,Port Royal,Port Royal town,58030,02407149,45,South Carolina,SC,3.0
1600000US4542100,2038019,0,493.586877135,4542100,43,Livingston,Livingston town,42100,02406029,45,South Carolina,SC,4.0
1600000US0171976,78990109,12189673,21662.0381746,0171976,25,Spanish Fort,Spanish Fort city,71976,02405500,01,Alabama,AL,3.0
1600000US3736080,20580242,16759,5103.08609833,3736080,43,Knightdale,Knightdale town,36080,02405958,37,North Carolina,NC,3.0
1600000US3706820,1647887,0,413.0903338,3706820,43,Bolivia,Bolivia town,06820,02405298,37,North Carolina,NC,3.0
1600000US4131050,222760,0,56.1013842508,4131050,25,Greenhorn,Greenhorn city,31050,02410658,41,Oregon,OR,4.0
1600000US2221765,3589834,34418,897.076833462,2221765,47,Dry Prong,Dry Prong village,21765,02407444,22,Louisiana,LA,3.0
1600000US2878520,2722949,39552,683.985313173,2878520,43,Weir,Weir town,78520,02406852,28,Mississippi,MS,3.0
1600000US2277910,2198050,0,531.83016844,2277910,47,Varnado,Varnado village,77910,02407564,22,Louisiana,LA,4.0
1600000US2873760,21889411,511183,5538.06024442,2873760,43,Toccopola,Toccopola town,73760,02406740,28,Mississippi,MS,3.0
1600000US0130448,2552525,39434,620.760225507,0130448,43,Goldville,Goldville town,30448,02406586,01,Alabama,AL,3.0
1600000US0178232,86776378,810502,21672.2080172,0178232,25,Valley Grande,Valley Grande city,78232,02405635,01,Alabama,AL,3.0
1600000US0179488,7279853,135325,1832.40104429,0179488,43,Waldo,Waldo town,79488,02406819,01,Alabama,AL,4.0
1600000US0165016,3746270,55330,941.484722141,0165016,43,Riverview,Riverview town,65016,02407226,01,Alabama,AL,3.0
1600000US0507270,6013405,2068,1476.56185928,0507270,43,Bluff City,Bluff City town,07270,02405287,05,Arkansas,AR,3.0
1600000US1370932,3143690,77973,771.729132441,1370932,43,Siloam,Siloam town,70932,02407339,13,Georgia,GA,3.0
1600000US1301248,618517,43015,161.607106338,1301248,43,Aldora,Aldora town,01248,02405129,13,Georgia,GA,3.0
1600000US1322388,3937814,54568,966.481493952,1322388,25,Denton,Denton city,22388,02404218,13,Georgia,GA,4.0
1600000US4532245,146882911,283203,36395.4916312,4532245,25,Hardeeville,Hardeeville city,32245,02403797,45,South Carolina,SC,4.0
1600000US4542820,2006011,0,478.385487379,4542820,43,Lowndesville,Lowndesville town,42820,02406052,45,South Carolina,SC,3.0
1600000US4837924,2545289,8416,620.793464823,4837924,25,Jolly,Jolly city,37924,02410147,48,Texas,TX,3.0
1600000US5343395,568030,0,142.807420189,5343395,43,Marcus,Marcus town,43395,02412955,53,Washington,WA,3.0
1600000US4552585,2033966,0,488.553100056,4552585,43,Olar,Olar town,52585,02407043,45,South Carolina,SC,3.0
1600000US0101132,113186307,751905,28097.127446,0101132,25,Alexander City,Alexander City city,01132,02403077,01,Alabama,AL,3.0
1600000US0169240,37596061,90831,9342.0631769,0169240,25,Semmes,Semmes city,69240,02680031,01,Alabama,AL,4.0
1600000US3620082,1666892,6970,413.777983646,3620082,47,Delanson,Delanson village,20082,02391635,36,New York,NY,3.0
1600000US4003050,514644,7714,128.380465891,4003050,43,Ashland,Ashland town,03050,02411649,40,Oklahoma,OK,4.0
1600000US2804500,8928295,12097,2210.1230654,2804500,43,Beaumont,Beaumont town,04500,02405223,28,Mississippi,MS,3.0
1600000US3769795,2283882,142092,593.15639842,3769795,43,Varnamtown,Varnamtown town,69795,02406794,37,North Carolina,NC,3.0
1600000US1336024,5295066,284344,1376.29633476,1336024,25,Hagan,Hagan city,36024,02403779,13,Georgia,GA,3.0
1600000US4810708,6328673,0,1562.67180698,4810708,25,Browndell,Browndell city,10708,02409920,48,Texas,TX,3.0
1600000US3429430,105540501,1464737,26441.7716293,3429430,43,Hammonton,Hammonton town,29430,00885242,34,New Jersey,NJ,4.0
1600000US3448480,6840438,685443,1862.39582908,3448480,21,Mountain Lakes,Mountain Lakes borough,48480,00885310,34,New Jersey,NJ,4.0
1600000US3546310,16118836,0,3987.02392246,3546310,47,Magdalena,Magdalena village,46310,02413570,35,New Mexico,NM,4.0
1600000US4557850,2710164,16268,661.39969712,4557850,43,Pomaria,Pomaria town,57850,02407144,45,South Carolina,SC,3.0
1600000US4807396,2180121,0,533.302894424,4807396,25,Bellevue,Bellevue city,07396,02409820,48,Texas,TX,3.0
1600000US1373620,8006556,280838,2043.50600969,1373620,25,Stillmore,Stillmore city,73620,02405529,13,Georgia,GA,4.0
1600000US2759782,2084028,0,514.786970981,2759782,25,Shevlin,Shevlin city,59782,02395875,27,Minnesota,MN,3.0
1600000US2872400,9989981,0,2492.80290948,2872400,43,Taylorsville,Taylorsville town,72400,02406719,28,Mississippi,MS,3.0
1600000US3658475,1275361,23525,320.109495842,3658475,47,Plandome,Plandome village,58475,02391067,36,New York,NY,4.0
1600000US4080550,12536655,0,3097.98721867,4080550,25,Wewoka,Wewoka city,80550,02412246,40,Oklahoma,OK,3.0
1600000US0119816,23658279,77680,5880.2074745,0119816,43,Daviston,Daviston town,19816,02406360,01,Alabama,AL,3.0
1600000US0423620,171026521,135275,42283.7230632,0423620,25,Flagstaff,Flagstaff city,23620,02410509,04,Arizona,AZ,4.0
1600000US1378324,50931103,435702,12773.9899877,1378324,25,Union City,Union City city,78324,02405627,13,Georgia,GA,3.0
1600000US0601514,801747,0,193.385445492,0601514,25,Amador City,Amador City city,01514,02409693,06,California,CA,4.0
1600000US4840696,4115436,0,1020.40395958,4840696,25,Lakeport,Lakeport city,40696,02411610,48,Texas,TX,4.0
1600000US1067050,3675898,63711,909.701680793,1067050,43,Slaughter Beach,Slaughter Beach town,67050,02391412,10,Delaware,DE,5.0
1600000US3555620,4597772,0,1130.54444691,3555620,47,Pecos,Pecos village,55620,02413576,35,New Mexico,NM,4.0
1600000US3622557,12594718,22635,3115.33329442,3622557,47,East Nassau,East Nassau village,22557,02391652,36,New York,NY,3.0
1600000US3859020,906652,7616,227.576860321,3859020,25,Oberon,Oberon city,59020,01036206,38,North Dakota,ND,3.0
1600000US4548355,1965351,0,479.185220701,4548355,43,Mount Croghan,Mount Croghan town,48355,02406205,45,South Carolina,SC,4.0
1600000US2741714,4933663,0,1223.09799606,2741714,25,Mentor,Mentor city,41714,02395100,27,Minnesota,MN,3.0
1600000US0649592,10651128,19545,2639.85607286,0649592,57,Mountain Meadows,Mountain Meadows CDP,49592,02804422,06,California,CA,3.0
1600000US1687310,167662,0,43.9566620041,1687310,25,White Bird,White Bird city,87310,02412252,16,Idaho,ID,3.0
1600000US3867780,2609731,0,644.368498797,3867780,25,Rolette,Rolette city,67780,01036243,38,North Dakota,ND,5.0
1600000US0452230,5043099,6422,1247.16794248,0452230,57,Palominas,Palominas CDP,52230,02582839,04,Arizona,AZ,3.0
1600000US0634694,3017332,29395,759.698163871,0634694,57,Hornbrook,Hornbrook CDP,34694,02408401,06,California,CA,3.0
1600000US0808950,3596805,0,892.45760962,0808950,57,Brook Forest,Brook Forest CDP,08950,02804446,08,Colorado,CO,5.0
1600000US1213125,6825828,42405,1697.15958714,1213125,57,Cobbtown,Cobbtown CDP,13125,02629312,12,Florida,FL,4.0
1600000US2861240,6889514,0,1702.9867756,2861240,57,Red Banks,Red Banks CDP,61240,02812734,28,Mississippi,MS,3.0
1600000US0623210,20018088,0,4949.361114,0623210,57,Fairmead,Fairmead CDP,23210,02583011,06,California,CA,3.0
1600000US1251050,6192607,2584916,2168.8246668,1251050,57,Ocklawaha,Ocklawaha CDP,51050,02805183,12,Florida,FL,3.0
1600000US2258150,5695411,0,1400.32010311,2258150,57,Oretta,Oretta CDP,58150,02586698,22,Louisiana,LA,3.0
1600000US2829620,20034173,1273502,5255.44245423,2829620,57,Gulf Hills,Gulf Hills CDP,29620,02402555,28,Mississippi,MS,4.0
1600000US4106400,2298043,0,576.48234467,4106400,57,Biggs Junction,Biggs Junction CDP,06400,02407848,41,Oregon,OR,3.0
1600000US5315325,2150004,0,531.766944652,5315325,57,Cowiche,Cowiche CDP,15325,02584963,53,Washington,WA,3.0
1600000US3739060,5208613,13486,1289.30850671,3739060,57,Long Creek,Long Creek CDP,39060,02812800,37,North Carolina,NC,4.0
1600000US0152680,2027795,0,499.625100033,0152680,57,Movico,Movico CDP,52680,02628599,01,Alabama,AL,4.0
1600000US0438655,5802447,0,1432.21558316,0438655,57,Komatke,Komatke CDP,38655,02582810,04,Arizona,AZ,3.0
1600000US4157850,15615447,0,3850.29644553,4157850,57,Pine Grove,Pine Grove CDP,57850,02409066,41,Oregon,OR,4.0
1600000US0450000,159565865,34020,39448.2380128,0450000,57,North Fork,North Fork CDP,50000,02582832,04,Arizona,AZ,5.0
1600000US0645054,6747243,0,1663.17649435,0645054,57,Madera Ranchos,Madera Ranchos CDP,45054,02805050,06,California,CA,3.0
1600000US2220050,572121,93682,165.17205968,2220050,57,Delacroix,Delacroix CDP,20050,02804662,22,Louisiana,LA,4.0
1600000US3402020,25094698,230155,6255.86463311,3402020,57,Atco,Atco CDP,02020,02806228,34,New Jersey,NJ,4.0
1600000US0683906,9919744,145898,2487.16605367,0683906,57,Weitchpec,Weitchpec CDP,83906,02805256,06,California,CA,4.0
1600000US3565595,4840718,0,1197.90936309,3565595,57,Sagar,Sagar CDP,65595,02806733,35,New Mexico,NM,3.0
1600000US4062550,3030845,18373,752.137176011,4062550,43,Red Oak,Red Oak town,62550,02412536,40,Oklahoma,OK,3.0
1600000US4081750,4891197,30989,1208.34312812,4081750,43,Wister,Wister town,81750,02413504,40,Oklahoma,OK,3.0
1600000US3059350,711993,0,175.367502768,3059350,57,Potomac,Potomac CDP,59350,02806651,30,Montana,MT,3.0
1600000US0410530,287148663,0,70954.9269274,0410530,25,Casa Grande,Casa Grande city,10530,02409401,04,Arizona,AZ,3.0
1600000US0471300,5084296,0,1249.90170603,0471300,43,Superior,Superior town,71300,02413353,04,Arizona,AZ,3.0
1600000US3732260,44923684,308009,11229.840846,3732260,43,Holly Springs,Holly Springs town,32260,02405854,37,North Carolina,NC,3.0
1600000US4009950,860925,11074,211.387817489,4009950,43,Burbank,Burbank town,09950,02411743,40,Oklahoma,OK,4.0
1600000US4026750,673440,0,164.406937434,4026750,43,Foraker,Foraker town,26750,02412635,40,Oklahoma,OK,4.0
1600000US3676210,791886,0,210.48168082,3676210,47,Unionville,Unionville village,76210,02391176,36,New York,NY,4.0
1600000US4551887,1761744,16359,435.312551486,4551887,57,Oakland,Oakland CDP,51887,02403366,45,South Carolina,SC,4.0
1600000US3765120,4420019,794475,1286.50195065,3765120,43,Stonewall,Stonewall town,65120,02406672,37,North Carolina,NC,4.0
1600000US4536475,1568673,0,387.403324509,4536475,43,Jamestown,Jamestown town,36475,02405903,45,South Carolina,SC,4.0
1600000US2253475,11462899,113107,2858.32665938,2253475,57,Natalbany,Natalbany CDP,53475,02403328,22,Louisiana,LA,3.0
1600000US0111416,62699913,677385,15699.7220508,0111416,25,Calera,Calera city,11416,02403965,01,Alabama,AL,3.0
1600000US0114008,27770887,0,6882.86942019,0114008,43,Chatom,Chatom town,14008,02406259,01,Alabama,AL,3.0
1600000US4829108,4916655,0,1209.24199287,4829108,43,Gary City,Gary City town,29108,02412672,48,Texas,TX,3.0
1600000US4526845,3606669,0,871.758232955,4526845,43,Fort Lawn,Fort Lawn town,26845,02406508,45,South Carolina,SC,3.0
1600000US4620340,846565,0,208.82175535,4620340,43,Fairburn,Fairburn town,20340,01267385,46,South Dakota,SD,3.0
1600000US4562080,6395016,81,1573.96317957,4562080,43,Ruby,Ruby town,62080,02407255,45,South Carolina,SC,4.0
1600000US2247560,6544647,55285,1625.38444149,2247560,43,Madisonville,Madisonville town,47560,02406074,22,Louisiana,LA,4.0
1600000US4808644,923548,0,223.633922399,4808644,57,Bledsoe,Bledsoe CDP,08644,02805757,48,Texas,TX,3.0
1600000US1662740,2136356,1242,528.331813026,1662740,25,Pierce,Pierce city,62740,02411420,16,Idaho,ID,3.0
1600000US0471020,2306786,12903,571.143689906,0471020,57,Sunsites,Sunsites CDP,71020,02805229,04,Arizona,AZ,3.0
1600000US3006325,310812047,613541,76946.0404892,3006325,57,Big Sky,Big Sky CDP,06325,02407845,30,Montana,MT,4.0
1600000US0882735,1387021,3531,338.961828047,0882735,43,Ward,Ward town,82735,02413449,08,Colorado,CO,3.0
1600000US1216525,169885580,6736720,43775.9201712,1216525,25,Daytona Beach,Daytona Beach city,16525,02404197,12,Florida,FL,4.0
1600000US4573555,25988158,132362,6446.63376991,4573555,43,Van Wyck,Van Wyck town,73555,02791461,45,South Carolina,SC,3.0
1600000US1266925,4346660,0,1076.58766746,1266925,25,Sopchoppy,Sopchoppy city,66925,02405485,12,Florida,FL,3.0
1600000US1275450,2980580,0,733.364546781,1275450,43,Wausau,Wausau town,75450,02406841,12,Florida,FL,3.0
1600000US5625185,8722001,0,2157.5600964,5625185,57,Esterbrook,Esterbrook CDP,25185,02408091,56,Wyoming,WY,4.0
1600000US3533920,5497578,0,1356.00208391,3533920,57,Hyde Park,Hyde Park CDP,33920,02806760,35,New Mexico,NM,4.0
1600000US3572140,397011,0,98.1341951296,3572140,57,Seton Village,Seton Village CDP,72140,02806767,35,New Mexico,NM,4.0
1600000US0112040,541113,0,138.160791353,0112040,43,Cardiff,Cardiff town,12040,02405377,01,Alabama,AL,3.0
1600000US3608422,3500673,10482,869.925874308,3608422,47,Broadalbin,Broadalbin village,08422,02391561,36,New York,NY,3.0
1600000US4808488,1531146,0,379.246231974,4808488,25,Blackwell,Blackwell city,08488,02409859,48,Texas,TX,3.0
1600000US4028700,4923355,4662,1198.52202878,4028700,43,Garvin,Garvin town,28700,02412671,40,Oklahoma,OK,3.0
1600000US4068250,2831269,22782,705.230563006,4068250,43,Smithville,Smithville town,68250,02413299,40,Oklahoma,OK,4.0
1600000US4550695,53166634,1274016,13442.1013234,4550695,25,North Augusta,North Augusta city,50695,02404389,45,South Carolina,SC,4.0
1600000US0681652,5406010,0,1334.41435335,0681652,57,Vallecito,Vallecito CDP,81652,02409394,06,California,CA,5.0
1600000US3716820,292994,0,72.1045377291,3716820,43,Dellview,Dellview town,16820,02406373,37,North Carolina,NC,4.0
1600000US3412550,4442825,4000,1105.61952476,3412550,21,Chesilhurst,Chesilhurst borough,12550,00885183,34,New Jersey,NJ,3.0
1600000US3701420,3811021,0,934.70037762,3701420,43,Ansonville,Ansonville town,01420,02405154,37,North Carolina,NC,4.0
1600000US2755438,2659667,0,658.761221533,2755438,25,Roosevelt,Roosevelt city,55438,02396425,27,Minnesota,MN,3.0
1600000US4816432,186466341,1986611,46605.6816968,4816432,25,Conroe,Conroe city,16432,02410218,48,Texas,TX,3.0
1600000US4070200,81956,0,19.6916712607,4070200,43,Stidham,Stidham town,70200,02413336,40,Oklahoma,OK,3.0
1600000US4815436,48688922,33084,12058.1913054,4815436,25,Cleveland,Cleveland city,15436,02409482,48,Texas,TX,3.0
1600000US2818980,9791872,60568,2429.79254165,2818980,57,De Soto,De Soto CDP,18980,02806368,28,Mississippi,MS,3.0
1600000US2225860,5783062,602,1435.8712532,2225860,47,Florien,Florien village,25860,02407455,22,Louisiana,LA,3.0
1600000US4506490,23134783,264184,5780.88727094,4506490,43,Blackville,Blackville town,06490,02405276,45,South Carolina,SC,3.0
1600000US2874400,12707095,37823,3155.7033855,2874400,43,Tremont,Tremont town,74400,02406748,28,Mississippi,MS,3.0
1600000US0439720,31023403,29261,7675.94336216,0439720,57,Lake Montezuma,Lake Montezuma CDP,39720,02408544,04,Arizona,AZ,3.0
1600000US2550005,4394996,272665,1150.67314457,2550005,57,Norton Center,Norton Center CDP,50005,02378192,25,Massachusetts,MA,3.0
1600000US1230525,56430205,198165,14009.3725585,1230525,25,High Springs,High Springs city,30525,02404697,12,Florida,FL,4.0
1600000US0135130,7625398,78982,1856.07605662,0135130,57,Hobson,Hobson CDP,35130,02628594,01,Alabama,AL,3.0
1600000US3745840,17369466,1317519,4619.61368342,3745840,57,Myrtle Grove,Myrtle Grove CDP,45840,02403323,37,North Carolina,NC,3.0
1600000US4146800,5872789,0,1449.47486777,4146800,57,Meacham,Meacham CDP,46800,02805457,41,Oregon,OR,4.0
1600000US4572655,2069144,965,489.75211462,4572655,43,Troy,Troy town,72655,02406759,45,South Carolina,SC,3.0
1600000US4564465,8196784,0,2014.72053663,4564465,43,Scotia,Scotia town,64465,02407298,45,South Carolina,SC,4.0
1600000US0802905,13352387,2629320,3969.87791023,0802905,57,Arboles,Arboles CDP,02905,02407753,08,Colorado,CO,3.0
1600000US0100100,7764034,34284,1920.66691303,0100100,57,Abanda,Abanda CDP,00100,02582661,01,Alabama,AL,3.0
1600000US0165784,7268656,0,1794.04748226,0165784,57,Rockville,Rockville CDP,65784,02632283,01,Alabama,AL,3.0
1600000US0638786,414507,26505,114.616038167,0638786,57,Knights Ferry,Knights Ferry CDP,38786,02805904,06,California,CA,5.0
1600000US4808240,6052954,482742,1615.98820762,4808240,57,Big Thicket Lake Estates,Big Thicket Lake Estates CDP,08240,02586910,48,Texas,TX,3.0
1600000US4814872,3432864,0,845.283269369,4814872,57,Christoval,Christoval CDP,14872,02407611,48,Texas,TX,3.0
1600000US1259475,5032495,0,1247.76894301,1259475,57,Raleigh,Raleigh CDP,59475,02628531,12,Florida,FL,4.0
1600000US2844960,11791145,134933,2933.88044451,2844960,47,Mantee,Mantee village,44960,02407495,28,Mississippi,MS,3.0
1600000US0671078,712368,0,176.393239043,0671078,57,Seville,Seville CDP,71078,02585448,06,California,CA,3.0
1600000US0807455,2724783,0,677.279334216,0807455,57,Blue Valley,Blue Valley CDP,07455,02812662,08,Colorado,CO,3.0
1600000US1255532,7267850,23179,1803.57069921,1255532,57,Pea Ridge,Pea Ridge CDP,55532,02629561,12,Florida,FL,3.0
1600000US2264975,2935170,0,720.902636821,2264975,57,Rio,Rio CDP,64975,02804549,22,Louisiana,LA,3.0
1600000US4801612,1191506,597,298.018785574,4801612,57,Alanreed,Alanreed CDP,01612,02805780,48,Texas,TX,3.0
1600000US3656011,10837156,179757,2699.27115119,3656011,47,Oyster Bay Cove,Oyster Bay Cove village,56011,02391047,36,New York,NY,4.0
1600000US2835340,2262119,0,560.206861728,2835340,57,Jacinto,Jacinto CDP,35340,02812710,28,Mississippi,MS,3.0
1600000US3576130,3394730,18582,844.630967072,3576130,57,Talpa,Talpa CDP,76130,02629127,35,New Mexico,NM,3.0
1600000US0455630,1082151,0,268.853133096,0455630,57,Pinal,Pinal CDP,55630,02582842,04,Arizona,AZ,4.0
1600000US5462428,642932,17997,158.429057542,5462428,57,Peach Creek,Peach Creek CDP,62428,02807498,54,West Virginia,WV,3.0
1600000US3419690,12988479,33484,3219.80299138,3419690,57,East Vineland,East Vineland CDP,19690,02804150,34,New Jersey,NJ,3.0
1600000US3726920,2041974,13063,490.308406684,3726920,43,Goldston,Goldston town,26920,02406585,37,North Carolina,NC,3.0
1600000US0650146,1119279,141837,307.101534722,0650146,57,Myers Flat,Myers Flat CDP,50146,02611442,06,California,CA,4.0
1600000US0600982,904298,0,212.62618471,0600982,57,Alleghany,Alleghany CDP,00982,02582931,06,California,CA,4.0
1600000US1646450,1170144,54572,290.109149319,1646450,57,Letha,Letha CDP,46450,02804064,16,Idaho,ID,3.0
1600000US0639164,241845,0,57.5688056471,0639164,57,La Grange,La Grange CDP,39164,02805905,06,California,CA,5.0
1600000US4036945,2280059,0,568.72541604,4036945,57,Indianola,Indianola CDP,36945,02584382,40,Oklahoma,OK,3.0
1600000US0617727,1174244,11429,293.047248175,0617727,57,Cuyama,Cuyama CDP,17727,02582989,06,California,CA,3.0
1600000US4562305,9698138,0,2394.63132492,4562305,57,Russellville,Russellville CDP,62305,02629836,45,South Carolina,SC,4.0
1600000US3760540,876257,0,208.157166538,3760540,43,Seven Springs,Seven Springs town,60540,02407314,37,North Carolina,NC,3.0
1600000US3834460,1054286,0,260.289864166,3834460,25,Hamberg,Hamberg city,34460,01036074,38,North Dakota,ND,3.0
1600000US3460960,4720966,81658,1187.94473864,3460960,57,Princeton Junction,Princeton Junction CDP,60960,02389708,34,New Jersey,NJ,3.0
1600000US3608004,4217984,31123,1048.59973742,3608004,57,Breesport,Breesport CDP,08004,02631224,36,New York,NY,3.0
1600000US3737120,6209084,33070,1540.1829168,3737120,57,Laurel Hill,Laurel Hill CDP,37120,02584324,37,North Carolina,NC,4.0
1600000US4006500,563398,1668,138.202375182,4006500,57,Blackgum,Blackgum CDP,06500,02584374,40,Oklahoma,OK,3.0
1600000US1311626,7071298,6263,1748.90331944,1311626,57,Buckhead,Buckhead CDP,11626,02806014,13,Georgia,GA,3.0
1600000US3734160,4133307,0,1014.90069108,3734160,57,Jackson Springs,Jackson Springs CDP,34160,02812798,37,North Carolina,NC,4.0
1600000US3753160,4825116,0,1176.60992029,3753160,25,Polkville,Polkville city,53160,02404545,37,North Carolina,NC,3.0
1600000US4560280,125200556,1211735,31246.7748201,4560280,43,Ridgeland,Ridgeland town,60280,02407214,45,South Carolina,SC,4.0
1600000US5304347,674120,0,175.956320044,5304347,57,Barney's Junction,Barney's Junction CDP,04347,02631207,53,Washington,WA,3.0
1600000US0663302,6338948,218858,1622.15385333,0663302,57,Rumsey,Rumsey CDP,63302,02805251,06,California,CA,3.0
1600000US0632324,599099,0,148.167546744,0632324,57,Hartland,Hartland CDP,32324,02585423,06,California,CA,4.0
1600000US1231275,9191788,2707007,2927.42911245,1231275,57,Holley,Holley CDP,31275,02629557,12,Florida,FL,3.0
1600000US1314472,7713784,0,1906.95872763,1314472,57,Cedar Springs,Cedar Springs CDP,14472,02587028,13,Georgia,GA,3.0
1600000US0132536,5031111,0,1248.96783673,0132536,43,Gu-Win,Gu-Win town,32536,02406632,01,Alabama,AL,3.0
1600000US5359635,2397561,0,592.407238065,5359635,57,Ronald,Ronald CDP,59635,02409206,53,Washington,WA,3.0
1600000US4559380,4166898,49646,1039.52531356,4559380,43,Reevesville,Reevesville town,59380,02407193,45,South Carolina,SC,4.0
1600000US4555150,890448,0,215.709582412,4555150,43,Peak,Peak town,55150,02407086,45,South Carolina,SC,3.0
1600000US0133064,10908418,55189,2709.5072995,0133064,57,Hanover,Hanover CDP,33064,02805890,01,Alabama,AL,3.0
1600000US0462362,5907310,2470,1458.9912408,0462362,57,St. Johns,St. Johns CDP,62362,02612144,04,Arizona,AZ,4.0
1600000US4008700,15594361,0,3844.76722644,4008700,57,Briartown,Briartown CDP,08700,02805307,40,Oklahoma,OK,3.0
1600000US4036200,2515183,7152,616.486800954,4036200,57,Hoyt,Hoyt CDP,36200,02629922,40,Oklahoma,OK,3.0
1600000US4511755,3667183,0,903.156984454,4511755,43,Carlisle,Carlisle town,11755,02405379,45,South Carolina,SC,3.0
1600000US4511125,7160966,0,1752.94096465,4511125,43,Campobello,Campobello town,11125,02405372,45,South Carolina,SC,3.0
1600000US4556950,12168765,43457,3001.94453974,4556950,43,Pine Ridge,Pine Ridge town,56950,02407120,45,South Carolina,SC,4.0
1600000US4570315,3856166,0,952.915083986,4570315,43,Summit,Summit town,70315,02406685,45,South Carolina,SC,4.0
1600000US0660088,3239490,55629,806.762505605,0660088,57,Redway,Redway CDP,60088,02409154,06,California,CA,4.0
1600000US0807580,435909,0,99.2684244842,0807580,57,Bonanza Mountain Estates,Bonanza Mountain Estates CDP,07580,02583214,08,Colorado,CO,4.0
1600000US4954330,10302929,0,2545.55250915,4954330,57,Newcastle,Newcastle CDP,54330,02629952,49,Utah,UT,4.0
1600000US0154432,25551805,44275,6323.65457959,0154432,43,New Site,New Site town,54432,02406980,01,Alabama,AL,3.0
1600000US2009675,392602,0,96.5795935369,2009675,25,Bushong,Bushong city,09675,02393479,20,Kansas,KS,3.0
1600000US1242150,1841839,846,459.357475398,1242150,43,McIntosh,McIntosh town,42150,02406132,12,Florida,FL,5.0
1600000US0642384,4487609,0,1102.06775823,0642384,57,Loma Mar,Loma Mar CDP,42384,02628753,06,California,CA,3.0
1600000US3426010,6795430,23574,1678.15419164,3426010,57,Germania,Germania CDP,26010,02804152,34,New Jersey,NJ,4.0
1600000US3467350,5595735,74918,1402.00499508,3467350,21,Shrewsbury,Shrewsbury borough,67350,00885395,34,New Jersey,NJ,3.0
1600000US3556810,1182911,7083,299.484369373,3556810,57,Picuris Pueblo,Picuris Pueblo CDP,56810,02409063,35,New Mexico,NM,4.0
1600000US4116750,3019955,24302,751.980927406,4116750,57,Crescent,Crescent CDP,16750,02805449,41,Oregon,OR,3.0
1600000US3700160,26281296,402905,6632.05934726,3700160,43,Aberdeen,Aberdeen town,00160,02405118,37,North Carolina,NC,4.0
