AFFGEOID,ALAND,AWATER,Acres,GEOID,LSAD,NAME,NAMELSAD,PLACEFP,PLACENS,STATEFP,STATE_NAME,STUSPS,majority
1600000US3570505,21440985,0,5301.55801937,3570505,57,Santa Fe Foothills,Santa Fe Foothills CDP,70505,02806766,35,New Mexico,NM,4.0
1600000US0681358,4439947,21212,1099.29524941,0681358,57,Upper Lake,Upper Lake CDP,81358,02409382,06,California,CA,3.0
1600000US1249275,1358469,0,340.735956943,1249275,57,North DeLand,North DeLand CDP,49275,02403347,12,Florida,FL,3.0
1600000US2876200,111739297,2603242,28263.938911,2876200,57,Vancleave,Vancleave CDP,76200,02402961,28,Mississippi,MS,4.0
1600000US3469480,6169339,23455,1533.86483697,3469480,57,South Seaville,South Seaville CDP,69480,02806189,34,New Jersey,NJ,3.0
1600000US3505002,8217775,0,2029.00555446,3505002,57,Arroyo Hondo,Arroyo Hondo CDP,05002,02812758,35,New Mexico,NM,4.0
1600000US3442180,9974079,57479,2475.40640076,3442180,57,Lyons,Lyons CDP,42180,02806120,34,New Jersey,NJ,3.0
1600000US3042250,143988332,0,35580.8240489,3042250,57,Lame Deer,Lame Deer CDP,42250,02408567,30,Montana,MT,3.0
1600000US3205275,8769245,0,2166.8040229,3205275,57,Bennett Springs,Bennett Springs CDP,05275,02583912,32,Nevada,NV,3.0
1600000US4275381,4056523,355935,1089.03495986,4275381,57,Sunrise Lake,Sunrise Lake CDP,75381,02633414,42,Pennsylvania,PA,3.0
1600000US0883500,3150430,107554,808.223189615,0883500,57,Westcreek,Westcreek CDP,83500,02409571,08,Colorado,CO,4.0
1600000US4918090,12661356,0,3131.98369535,4918090,57,Dammeron Valley,Dammeron Valley CDP,18090,02629948,49,Utah,UT,5.0
1600000US1380648,819332,11614,204.342986135,1380648,57,Warthen,Warthen CDP,80648,02812707,13,Georgia,GA,3.0
1600000US5345355,1746970,45076,434.489557169,5345355,57,Methow,Methow CDP,45355,02586740,53,Washington,WA,3.0
1600000US1373760,2934125,9074,726.799008673,1373760,57,Stockton,Stockton CDP,73760,02812687,13,Georgia,GA,4.0
1600000US1247300,65219768,235302,16177.3958985,1247300,57,Munson,Munson CDP,47300,02583367,12,Florida,FL,4.0
1600000US3712186,2973469,1318056,770.649758257,3712186,57,Cherry Branch,Cherry Branch CDP,12186,02812787,37,North Carolina,NC,4.0
1600000US3625230,8728460,115040,2180.73091114,3625230,57,Fallsburg,Fallsburg CDP,25230,02806964,36,New York,NY,3.0
1600000US3015100,101449861,0,25072.7836855,3015100,57,Clancy,Clancy CDP,15100,02407627,30,Montana,MT,3.0
1600000US4535980,7732019,10370,1919.23338812,4535980,57,Irwin,Irwin CDP,35980,02402622,45,South Carolina,SC,3.0
1600000US3675572,10550885,1721643,3024.33940032,3675572,57,Tuckahoe,Tuckahoe CDP,75572,02390408,36,New York,NY,3.0
1600000US3542320,28769273,4022,7110.23381767,3542320,57,Los Alamos,Los Alamos CDP,42320,02408132,35,New Mexico,NM,4.0
1600000US3584740,18301476,107762,4561.44319486,3584740,57,White Rock,White Rock CDP,84740,02409584,35,New Mexico,NM,4.0
1600000US4641398,993063,0,241.836771238,4641398,57,Maverick Junction,Maverick Junction CDP,41398,02807104,46,South Dakota,SD,3.0
1600000US4065950,1796030,0,446.437122539,4065950,57,Scipio,Scipio CDP,65950,02805353,40,Oklahoma,OK,3.0
1600000US2004925,1435201,17747,360.460440795,2004925,57,Beaumont,Beaumont CDP,04925,02806453,20,Kansas,KS,3.0
1600000US0642510,8749690,315,2162.80410082,0642510,57,Lompico,Lompico CDP,42510,02583060,06,California,CA,4.0
1600000US0602294,71470883,212166,17713.6104014,0602294,57,Anza,Anza CDP,02294,02582935,06,California,CA,5.0
1600000US1217450,3449589,28960,859.819586792,1217450,57,Dickerson City,Dickerson City CDP,17450,02629554,12,Florida,FL,3.0
1600000US3649418,3720360,65260,934.617801692,3649418,57,Napanoch,Napanoch CDP,49418,02389527,36,New York,NY,3.0
1600000US3658541,7161656,194407,1825.49586617,3658541,57,Plattekill,Plattekill CDP,58541,02389682,36,New York,NY,4.0
1600000US3680291,9808986,2578,2424.65343453,3680291,57,West Hurley,West Hurley CDP,80291,02390478,36,New York,NY,3.0
1600000US3604605,342489,0,81.7286959252,3604605,57,Barrytown,Barrytown CDP,04605,02806924,36,New York,NY,3.0
1600000US5132560,1340010,60233,341.817285609,5132560,57,Greenbackville,Greenbackville CDP,32560,02584852,51,Virginia,VA,5.0
1600000US1319830,11991816,338719,3053.13130644,1319830,57,Country Club Estates,Country Club Estates CDP,19830,02402800,13,Georgia,GA,5.0
1600000US0638177,9442634,0,2332.79549819,0638177,57,Kep'el,Kep'el CDP,38177,02813399,06,California,CA,4.0
1600000US2870120,9044679,19127,2243.72436659,2870120,57,Standing Pine,Standing Pine CDP,70120,02402893,28,Mississippi,MS,3.0
1600000US3701972,1585119,685951,444.115969181,3701972,57,Arrowhead Beach,Arrowhead Beach CDP,01972,02812784,37,North Carolina,NC,3.0
1600000US2832460,23672874,47049,5844.9653179,2832460,57,Hillsboro,Hillsboro CDP,32460,02586598,28,Mississippi,MS,3.0
1600000US0645932,10455849,8859,2583.11394831,0645932,57,Mariposa,Mariposa CDP,45932,02408181,06,California,CA,5.0
1600000US0616210,40377349,63065,9982.43157598,0616210,57,Copperopolis,Copperopolis CDP,16210,02407658,06,California,CA,5.0
1600000US4529320,5740919,27547,1418.88415525,4529320,57,Glenn Springs,Glenn Springs CDP,29320,02812991,45,South Carolina,SC,3.0
1600000US4661180,1253032,0,314.418641928,4661180,57,Spring Valley Colony,Spring Valley Colony CDP,61180,02807109,46,South Dakota,SD,3.0
1600000US4556905,5877765,6646,1457.59768688,4556905,57,Pine Ridge,Pine Ridge CDP,56905,02812948,45,South Carolina,SC,4.0
1600000US3410300,22421919,2520866,6164.03970762,3410300,57,Cape May Court House,Cape May Court House CDP,10300,02389275,34,New Jersey,NJ,5.0
1600000US1368129,22855215,26845,5658.06539912,1368129,57,Salem,Salem CDP,68129,02402817,13,Georgia,GA,4.0
1600000US1202275,6046936,819304,1696.09190652,1202275,57,Astor,Astor CDP,02275,02402654,12,Florida,FL,4.0
1600000US0136592,21420964,0,5285.53980595,0136592,57,Huguley,Huguley CDP,36592,02402603,01,Alabama,AL,3.0
1600000US4512430,25824117,1039794,6640.13238596,4512430,57,Catawba,Catawba CDP,12430,02629820,45,South Carolina,SC,3.0
1600000US0619570,10600543,12551,2616.70935091,0619570,57,Dorrington,Dorrington CDP,19570,02408683,06,California,CA,5.0
1600000US0636420,3656939,483,904.509050548,0636420,57,Indianola,Indianola CDP,36420,02628741,06,California,CA,3.0
1600000US0632385,14865474,3128,3683.79407331,0632385,57,Hasley Canyon,Hasley Canyon CDP,32385,02583032,06,California,CA,4.0
1600000US0661124,524419,0,129.793298222,0661124,57,River Pines,River Pines CDP,61124,02586445,06,California,CA,4.0
1600000US0879800,2358246,0,579.215445402,0879800,57,Upper Witter Gulch,Upper Witter Gulch CDP,79800,02804450,08,Colorado,CO,5.0
1600000US0876325,1486621,0,366.730667713,0876325,57,Tall Timber,Tall Timber CDP,76325,02583304,08,Colorado,CO,4.0
1600000US0647794,114744267,286834,28424.9167109,0647794,57,Mineral,Mineral CDP,47794,02408836,06,California,CA,3.0
1600000US4107150,2188881,0,541.684673244,4107150,57,Bly,Bly CDP,07150,02805446,41,Oregon,OR,4.0
1600000US4268036,8252320,56812,2052.06412212,4268036,57,Saw Creek,Saw Creek CDP,68036,02633828,42,Pennsylvania,PA,3.0
1600000US4640550,14849743,0,3692.98992207,4640550,57,Manderson-White Horse Creek,Manderson-White Horse Creek CDP,40550,02393117,46,South Dakota,SD,4.0
1600000US4840468,31822519,10961303,10546.4163407,4840468,57,Lake Cherokee,Lake Cherokee CDP,40468,02586944,48,Texas,TX,4.0
1600000US0619155,11132191,24652,2759.12281282,0619155,57,Diablo Grande,Diablo Grande CDP,19155,02582995,06,California,CA,3.0
1600000US3268350,143878339,855173,35745.2544564,3268350,57,Spanish Springs,Spanish Springs CDP,68350,02408785,32,Nevada,NV,3.0
1600000US3286200,5496046,317954,1431.62582408,3286200,57,Zephyr Cove,Zephyr Cove CDP,86200,02652368,32,Nevada,NV,4.0
1600000US4850544,2616161,14557,647.419243577,4850544,57,Neches,Neches CDP,50544,02805726,48,Texas,TX,3.0
1600000US3004410,7187866,0,1774.84362908,3004410,57,Bear Dance,Bear Dance CDP,04410,02583788,30,Montana,MT,3.0
1600000US0173056,59368807,1678636,15091.8387532,0173056,57,Sterrett,Sterrett CDP,73056,02582702,01,Alabama,AL,3.0
1600000US3238000,56488098,0,13971.8944886,3238000,57,Kingsbury,Kingsbury CDP,38000,02408483,32,Nevada,NV,4.0
1600000US3640651,10797412,1330354,2993.12710429,3640651,57,Lake Luzerne,Lake Luzerne CDP,40651,02584271,36,New York,NY,3.0
1600000US0482425,134476789,0,33222.8163645,0482425,57,White Hills,White Hills CDP,82425,02582902,04,Arizona,AZ,3.0
1600000US4215479,6928051,210588,1763.02277201,4215479,57,Conashaugh Lakes,Conashaugh Lakes CDP,15479,02633345,42,Pennsylvania,PA,3.0
1600000US4568380,10942167,40500,2705.16433576,4568380,57,Springdale,Springdale CDP,68380,02402890,45,South Carolina,SC,3.0
1600000US4732600,17462811,4782219,5498.71278192,4732600,57,Harrison,Harrison CDP,32600,02402569,47,Tennessee,TN,3.0
1600000US3715640,2939937,471,726.844211768,3715640,57,Crouse,Crouse CDP,15640,02805282,37,North Carolina,NC,3.0
1600000US1274700,10869601,58663,2694.96543538,1274700,57,Wacissa,Wacissa CDP,74700,02628536,12,Florida,FL,3.0
1600000US0625093,7198561,79767,1788.54679605,0625093,57,Fort Hunter Liggett,Fort Hunter Liggett CDP,25093,02805235,06,California,CA,3.0
1600000US1223005,6244211,74046,1560.96455821,1223005,57,Florida Gulf Coast University,Florida Gulf Coast University CDP,23005,02805175,12,Florida,FL,4.0
1600000US1268625,8283474,278708,2122.4236062,1268625,57,Steinhatchee,Steinhatchee CDP,68625,02628534,12,Florida,FL,3.0
1600000US0624918,36089639,0,8930.59067482,0624918,57,Forest Ranch,Forest Ranch CDP,24918,02612481,06,California,CA,5.0
1600000US0472000,83693776,0,20690.833086,0472000,57,Tanque Verde,Tanque Verde CDP,72000,02410057,04,Arizona,AZ,3.0
1600000US4073950,13816420,100068,3441.83774823,4073950,57,Titanic,Titanic CDP,73950,02584394,40,Oklahoma,OK,3.0
1600000US4174400,17617149,209017,4399.51257441,4174400,57,Trail,Trail CDP,74400,02611780,41,Oregon,OR,4.0
1600000US4166150,16724293,0,4124.30643872,4166150,57,Selma,Selma CDP,66150,02611777,41,Oregon,OR,4.0
1600000US3716730,3344969,159506,860.718849362,3716730,57,Deercroft,Deercroft CDP,16730,02629367,37,North Carolina,NC,4.0
1600000US0632036,43681146,297681,10871.762146,0632036,57,Happy Valley,Happy Valley CDP,32036,02813350,06,California,CA,4.0
1600000US0637533,16659447,14027,4124.52675883,0637533,57,Jones Valley,Jones Valley CDP,37533,02813352,06,California,CA,4.0
1600000US0601518,12561595,0,3094.64029283,0601518,57,Amador Pines,Amador Pines CDP,01518,02812655,06,California,CA,5.0
1600000US0649544,4880669,4439,1204.83739742,0649544,57,Mountain Center,Mountain Center CDP,49544,02629133,06,California,CA,5.0
1600000US4112800,14581317,35045,3615.12258457,4112800,57,Chenoweth,Chenoweth CDP,12800,02408016,41,Oregon,OR,3.0
1600000US0601360,21551268,53117,5342.56195117,0601360,57,Alta Sierra,Alta Sierra CDP,01360,02407731,06,California,CA,4.0
1600000US0642412,47881271,0,11809.4991663,0642412,57,Loma Rica,Loma Rica CDP,42412,02408121,06,California,CA,4.0
1600000US0673178,6881705,0,1700.87133199,0673178,57,South Oroville,South Oroville CDP,73178,02408768,06,California,CA,3.0
1600000US3821520,13276222,204808,3331.4060167,3821520,57,East Dunseith,East Dunseith CDP,21520,02392984,38,North Dakota,ND,3.0
1600000US0647332,4776232,0,1181.92542715,0647332,57,Middletown,Middletown CDP,47332,02408828,06,California,CA,3.0
1600000US4164282,12299110,1578878,3422.34241037,4164282,57,Running Y Ranch,Running Y Ranch CDP,64282,02805460,41,Oregon,OR,3.0
1600000US3235100,55712071,393447,13803.142818,3235100,57,Incline Village,Incline Village CDP,35100,02652365,32,Nevada,NV,3.0
1600000US1338292,6943592,13899,1718.66276384,1338292,57,Hickox,Hickox CDP,38292,02812666,13,Georgia,GA,4.0
1600000US5370245,10705432,3548,2642.99028249,5370245,57,Tampico,Tampico CDP,70245,02585046,53,Washington,WA,3.0
1600000US3056125,23344306,258731,5843.67452454,3056125,57,Ovando,Ovando CDP,56125,02409005,30,Montana,MT,3.0
1600000US0609310,53133631,68391,13140.7008044,0609310,57,Butte Creek Canyon,Butte Creek Canyon CDP,09310,02612473,06,California,CA,4.0
1600000US0686678,15609188,0,3856.90401731,0686678,57,Yankee Hill,Yankee Hill CDP,86678,02612489,06,California,CA,4.0
1600000US0659115,7650377,0,1892.18094157,0659115,57,Rackerby,Rackerby CDP,59115,02612485,06,California,CA,4.0
1600000US4000900,35218427,142689,8738.40148004,4000900,57,Akins,Akins CDP,00900,02407706,40,Oklahoma,OK,3.0
1600000US4022275,12452271,135994,3114.77950705,4022275,57,Dwight Mission,Dwight Mission CDP,22275,02408698,40,Oklahoma,OK,3.0
1600000US0641908,1076095,26795,274.507578763,0641908,57,Little Valley,Little Valley CDP,41908,02611439,06,California,CA,3.0
1600000US3579700,17947134,14097,4432.30515931,3579700,57,Truchas,Truchas CDP,79700,02584227,35,New Mexico,NM,4.0
1600000US1336052,6970436,290635,1790.59289721,1336052,25,Hahira,Hahira city,36052,02403780,13,Georgia,GA,4.0
1600000US0636203,35541508,26090,8772.70693973,0636203,57,Idyllwild-Pine Cove,Idyllwild-Pine Cove CDP,36203,02408414,06,California,CA,5.0
1600000US0645680,30879362,36554,7656.24108966,0645680,57,March ARB,March ARB CDP,45680,02408176,06,California,CA,4.0
1600000US4822168,5479047,16497,1365.83799363,4822168,25,East Mountain,East Mountain city,22168,02410388,48,Texas,TX,3.0
1600000US1638620,2814172,37098,701.299988242,1638620,25,Horseshoe Bend,Horseshoe Bend city,38620,02410795,16,Idaho,ID,3.0
1600000US0621880,125511003,6228621,32553.4764387,0621880,57,El Dorado Hills,El Dorado Hills CDP,21880,02408055,06,California,CA,4.0
1600000US0646814,5846594,2006861,1539.22615016,0646814,57,Mendocino,Mendocino CDP,46814,02408815,06,California,CA,3.0
1600000US0676015,9016274,858519,2444.77637709,0676015,57,Sunnyside-Tahoe City,Sunnyside-Tahoe City CDP,76015,02410030,06,California,CA,3.0
1600000US1340056,12512014,122998,3114.69238706,1340056,25,Hoschton,Hoschton city,40056,02404732,13,Georgia,GA,3.0
1600000US4500100,16097781,31436,3993.32553469,4500100,25,Abbeville,Abbeville city,00100,02403055,45,South Carolina,SC,3.0
1600000US4541965,3936501,0,979.68962769,4541965,43,Little Mountain,Little Mountain town,41965,02406025,45,South Carolina,SC,3.0
1600000US2273955,11054507,602064,2857.40998525,2273955,47,Sun,Sun village,73955,02407556,22,Louisiana,LA,3.0
1600000US0181336,4825615,98698,1218.61211398,0181336,43,West Jefferson,West Jefferson town,81336,02406862,01,Alabama,AL,3.0
1600000US0637120,43597950,0,10752.1676927,0637120,57,Jamul,Jamul CDP,37120,02408438,06,California,CA,4.0
1600000US1249675,257385461,12520542,66617.8724319,1249675,25,North Port,North Port city,49675,02404398,12,Florida,FL,4.0
1600000US0474400,23961725,912,5916.01022339,0474400,25,Tombstone,Tombstone city,74400,02412081,04,Arizona,AZ,3.0
1600000US0659346,99548576,49343,24612.9877905,0659346,57,Ramona,Ramona CDP,59346,02409128,06,California,CA,4.0
1600000US4543000,58995350,761104,14751.4004905,4543000,57,Lugoff,Lugoff CDP,43000,02403245,45,South Carolina,SC,3.0
1600000US0616630,34251530,0,8467.51659783,0616630,57,Cottonwood,Cottonwood CDP,16630,02407668,06,California,CA,3.0
1600000US0647724,20839153,433331,5253.05319894,0647724,57,Millville,Millville CDP,47724,02408834,06,California,CA,4.0
1600000US4539785,20431220,7143436,6753.54718316,4539785,57,Lake Wylie,Lake Wylie CDP,39785,02403208,45,South Carolina,SC,3.0
1600000US0631099,21687664,3847,5360.08861858,0631099,57,Green Valley,Green Valley CDP,31099,02408330,06,California,CA,3.0
1600000US3064075,7441794,0,1838.99376896,3064075,57,Rollins,Rollins CDP,64075,02409203,30,Montana,MT,3.0
1600000US4805084,5037405,28441,1250.50129632,4805084,43,Avinger,Avinger town,05084,02411657,48,Texas,TX,4.0
1600000US0614148,4503147,0,1102.11226498,0614148,57,Clipper Mills,Clipper Mills CDP,14148,02612477,06,California,CA,5.0
1600000US3827700,22274126,633981,5663.50974014,3827700,57,Fort Totten,Fort Totten CDP,27700,02393007,38,North Dakota,ND,4.0
1600000US4768540,21677104,8124,5358.12981543,4768540,43,Signal Mountain,Signal Mountain town,68540,02407335,47,Tennessee,TN,3.0
1600000US1211362,8337080,306585,2137.14066385,1211362,43,Century,Century town,11362,02406251,12,Florida,FL,3.0
1600000US4524865,14790608,14784,3660.46777551,4524865,57,Fairview Crossroads,Fairview Crossroads CDP,24865,02807070,45,South Carolina,SC,4.0
1600000US4579341,38758669,6260638,11125.6722305,4579341,57,Wyboo,Wyboo CDP,79341,02804705,45,South Carolina,SC,3.0
1600000US4879828,3989181,42437,997.922263557,4879828,43,Winona,Winona town,79828,02413501,48,Texas,TX,4.0
1600000US4570090,6469867,2436388,2056.27556223,4570090,43,Sullivan's Island,Sullivan's Island town,70090,02406679,45,South Carolina,SC,5.0
1600000US3705880,7537169,4179,1872.41517026,3705880,43,Biltmore Forest,Biltmore Forest town,05880,02405266,37,North Carolina,NC,4.0
1600000US4651940,628010,0,152.007314841,4651940,43,Pringle,Pringle town,51940,01267538,46,South Dakota,SD,3.0
1600000US4601140,3248247,0,801.706138989,4601140,43,Altamont,Altamont town,01140,01267265,46,South Dakota,SD,3.0
1600000US4542865,8186503,0,1996.54354574,4542865,43,Lowrys,Lowrys town,42865,02406053,45,South Carolina,SC,3.0
1600000US3759135,7977890,22833,1974.70915538,3759135,43,Sandyfield,Sandyfield town,59135,02407285,37,North Carolina,NC,3.0
1600000US3725480,42899497,121257,10665.5749506,3725480,43,Garner,Garner town,25480,02406547,37,North Carolina,NC,3.0
1600000US3715320,13845908,629455,3586.63739019,3715320,25,Creedmoor,Creedmoor city,15320,02404147,37,North Carolina,NC,3.0
1600000US0671225,28290264,14724,6996.97735702,0671225,25,Shasta Lake,Shasta Lake city,71225,02411877,06,California,CA,3.0
1600000US0445180,52000783,0,12829.843211,0445180,57,Mayer,Mayer CDP,45180,02408191,04,Arizona,AZ,5.0
1600000US0182872,2479861,14569,613.17330464,0182872,43,Wilton,Wilton town,82872,02406895,01,Alabama,AL,3.0
1600000US2247315,4770518,74930,1195.37384873,2247315,47,McNary,McNary village,47315,02407499,22,Louisiana,LA,4.0
1600000US1378100,2040238,28682,497.078816852,1378100,25,Ty Ty,Ty Ty city,78100,02405619,13,Georgia,GA,3.0
1600000US3417530,5367610,17177,1331.19117446,3417530,21,Demarest,Demarest borough,17530,00885195,34,New Jersey,NJ,4.0
1600000US3453610,7213199,22642,1784.94550231,3453610,21,Norwood,Norwood borough,53610,00885329,34,New Jersey,NJ,4.0
1600000US2239685,28184953,47467,6964.52377857,2239685,43,Killian,Killian town,39685,02407486,22,Louisiana,LA,3.0
1600000US3542040,27442318,1841977,7239.62602553,3542040,47,Logan,Logan village,42040,02413566,35,New Mexico,NM,3.0
1600000US1219725,12237135,270861,3088.10244579,1219725,43,Ebro,Ebro town,19725,02406419,12,Florida,FL,3.0
1600000US1208075,54448034,3986555,14425.9760641,1208075,57,Bradfordville,Bradfordville CDP,08075,02805168,12,Florida,FL,3.0
1600000US3408680,19613394,3293,4847.22583069,3408680,21,Buena,Buena borough,08680,00885173,34,New Jersey,NJ,3.0
1600000US3420350,28103807,1477247,7308.83425589,3420350,25,Egg Harbor City,Egg Harbor City city,20350,00885204,34,New Jersey,NJ,4.0
1600000US1302256,3573305,18902,885.026846322,1302256,25,Andersonville,Andersonville city,02256,02403099,13,Georgia,GA,3.0
1600000US1339216,8879020,42840,2198.31327394,1339216,25,Hoboken,Hoboken city,39216,02404706,13,Georgia,GA,4.0
1600000US1309544,8804487,0,2161.83848409,1309544,25,Bowdon,Bowdon city,09544,02403902,13,Georgia,GA,4.0
1600000US4163250,4752650,0,1175.59996613,4163250,57,Rocky Point,Rocky Point CDP,63250,02805459,41,Oregon,OR,4.0
1600000US4848564,3801924,15903,942.661094425,4848564,43,Millsap,Millsap town,48564,02413002,48,Texas,TX,3.0
1600000US5303075,2957397,478004,853.015283395,5303075,25,Asotin,Asotin city,03075,02409742,53,Washington,WA,3.0
1600000US0550060,5293727,0,1310.5642042,0550060,25,Norphlet,Norphlet city,50060,02404387,05,Arkansas,AR,3.0
1600000US1365044,60982899,2133305,15591.638186,1365044,25,Richmond Hill,Richmond Hill city,65044,02404615,13,Georgia,GA,3.0
1600000US4938710,24452493,127467,6078.63318888,4938710,25,Ivins,Ivins city,38710,02410125,49,Utah,UT,4.0
1600000US3663803,3084042,3918,769.238145015,3663803,47,Roslyn Harbor,Roslyn Harbor village,63803,02391102,36,New York,NY,4.0
1600000US0563710,31162555,10049,7698.43750302,0563710,25,Sheridan,Sheridan city,63710,02405459,05,Arkansas,AR,3.0
1600000US2878000,18153068,2382,4487.40110601,2878000,25,Water Valley,Water Valley city,78000,02405685,28,Mississippi,MS,3.0
1600000US3758630,23591740,222349,5880.04161387,3758630,43,St. James,St. James town,58630,02407392,37,North Carolina,NC,3.0
1600000US0103076,157084761,2663622,39508.637489,0103076,25,Auburn,Auburn city,03076,02403132,01,Alabama,AL,3.0
1600000US1369448,5585893,56656,1380.50961656,1369448,25,Screven,Screven city,69448,02405436,13,Georgia,GA,4.0
1600000US3511256,25668021,4571,6326.82923933,3511256,57,Cañoncito,Cañoncito CDP,11256,02806757,35,New Mexico,NM,4.0
1600000US3563168,1717967,0,429.514025484,3563168,57,Rio en Medio,Rio en Medio CDP,63168,02409174,35,New Mexico,NM,5.0
1600000US3525135,31491058,90256,7799.46987769,3525135,57,Escudilla Bonita,Escudilla Bonita CDP,25135,02584097,35,New Mexico,NM,3.0
1600000US0839195,1488703,1124,374.08529676,0839195,43,Jamestown,Jamestown town,39195,02412800,08,Colorado,CO,4.0
1600000US0648410,5189981,0,1276.62922111,0648410,57,Modjeska,Modjeska CDP,48410,02805246,06,California,CA,4.0
1600000US4662155,7053110,26,1740.75172302,4662155,25,Summerset,Summerset city,62155,02396001,46,South Dakota,SD,3.0
1600000US1341596,15743181,44195,3885.40039381,1341596,25,Jackson,Jackson city,41596,02404778,13,Georgia,GA,4.0
1600000US4508830,1646496,0,404.88475105,4508830,43,Briarcliffe Acres,Briarcliffe Acres town,08830,02405318,45,South Carolina,SC,3.0
1600000US1327344,22288907,5828,5532.95546121,1327344,25,Emerson,Emerson city,27344,02403563,13,Georgia,GA,4.0
1600000US0853175,3832540,179672,991.496060581,0853175,43,Nederland,Nederland town,53175,02413037,08,Colorado,CO,3.0
1600000US3616322,4102870,133370,1046.5970755,3616322,57,Clifton Knolls-Mill Creek,Clifton Knolls-Mill Creek CDP,16322,02806958,36,New York,NY,4.0
1600000US3683283,3069289,7957,759.884476378,3683283,57,Wurtsboro Hills,Wurtsboro Hills CDP,83283,02806976,36,New York,NY,3.0
1600000US4860080,9177241,51821,2272.55441599,4860080,25,Queen City,Queen City city,60080,02411506,48,Texas,TX,3.0
1600000US4851168,22291816,33848,5529.72821133,4851168,25,New London,New London city,51168,02411233,48,Texas,TX,4.0
1600000US3641432,9705069,198288,2456.90392426,3641432,47,Lattingtown,Lattingtown village,41432,02390933,36,New York,NY,4.0
1600000US1385128,12259328,213092,3058.49648365,1385128,25,Zebulon,Zebulon city,85128,02405075,13,Georgia,GA,4.0
1600000US0605276,7548202,663196,2030.9752299,0605276,57,Bend,Bend CDP,05276,02628710,06,California,CA,3.0
1600000US4908570,40832819,275415,10158.2133634,4908570,43,Brighton,Brighton town,08570,02806026,49,Utah,UT,5.0
1600000US0832650,2847418,4117,707.165811241,0832650,43,Green Mountain Falls,Green Mountain Falls town,32650,02412708,08,Colorado,CO,5.0
1600000US4749740,24350748,285761,6084.31548141,4749740,43,Monteagle,Monteagle town,49740,02406178,47,Tennessee,TN,3.0
1600000US3751840,6771618,73253,1696.48273886,3751840,43,Pinebluff,Pinebluff town,51840,02407121,37,North Carolina,NC,4.0
1600000US3757000,4123486,0,981.623324897,3757000,43,Robbins,Robbins town,57000,02404630,37,North Carolina,NC,4.0
1600000US3773140,9656157,1620569,2791.12240468,3773140,47,Whispering Pines,Whispering Pines village,73140,02407570,37,North Carolina,NC,4.0
1600000US0100460,67895675,540470,16974.3299513,0100460,25,Adamsville,Adamsville city,00460,02403063,01,Alabama,AL,3.0
1600000US0151469,13444306,191484,3357.77368728,0151469,57,Morrison Crossroads,Morrison Crossroads CDP,51469,02582688,01,Alabama,AL,3.0
1600000US0478540,58728371,0,14504.4225836,0478540,57,Vail,Vail CDP,78540,02409387,04,Arizona,AZ,3.0
1600000US0634316,11058083,0,2731.67259658,0634316,57,Homeland,Homeland CDP,34316,02408399,06,California,CA,4.0
1600000US3570270,5154323,38905,1285.15349776,3570270,47,Santa Clara,Santa Clara village,70270,02413590,35,New Mexico,NM,3.0
1600000US0124808,51143633,687866,12807.4591041,0124808,25,Evergreen,Evergreen city,24808,02403584,01,Alabama,AL,3.0
1600000US1328632,19492635,0,4813.8289299,1328632,57,Fairview,Fairview CDP,28632,02402472,13,Georgia,GA,4.0
1600000US1311560,44079598,20911760,16056.0476583,1311560,25,Brunswick,Brunswick city,11560,02403944,13,Georgia,GA,5.0
1600000US1303440,301290486,4593111,75614.5568336,1303440,00,Athens-Clarke County unified government (balance),Athens-Clarke County unified government (balance),03440,02407405,13,Georgia,GA,3.0
1600000US1383868,6588075,170595,1665.04508744,1383868,25,Woodbine,Woodbine city,83868,02405778,13,Georgia,GA,3.0
1600000US0414030,7371276,0,1817.36761202,0414030,57,Clay Springs,Clay Springs CDP,14030,02582759,04,Arizona,AZ,5.0
1600000US5373065,10809203,0,2676.7494019,5373065,57,Twin Lakes,Twin Lakes CDP,73065,02585047,53,Washington,WA,4.0
1600000US2851840,15648837,549213,3937.36877696,2851840,57,Nicholson,Nicholson CDP,51840,02586607,28,Mississippi,MS,4.0
1600000US0653602,5749143,3443,1424.95376844,0653602,57,Old Station,Old Station CDP,53602,02628770,06,California,CA,3.0
1600000US1362244,6160518,127482,1556.73541753,1362244,25,Porterdale,Porterdale city,62244,02404560,13,Georgia,GA,3.0
1600000US2835300,25106409,12363,6210.89557893,2835300,25,Iuka,Iuka city,35300,02404773,28,Mississippi,MS,3.0
1600000US4641220,1417885,0,353.556097524,4641220,43,Marvin,Marvin town,41220,01267472,46,South Dakota,SD,3.0
1600000US1317580,1585477,18401,384.911091437,1317580,57,Coleman,Coleman CDP,17580,02629784,13,Georgia,GA,3.0
1600000US4634460,3819012,133598,978.915503271,4634460,57,Kyle,Kyle CDP,34460,02393072,46,South Dakota,SD,3.0
1600000US4166700,1288702,0,318.44814733,4166700,25,Shaniko,Shaniko city,66700,02411876,41,Oregon,OR,3.0
1600000US0161488,11893786,93861,2964.2916402,0161488,57,Point Clear,Point Clear CDP,61488,02403433,01,Alabama,AL,3.0
1600000US4934640,6415734,0,1586.80671611,4934640,43,Henefer,Henefer town,34640,02412745,49,Utah,UT,3.0
1600000US1338348,8145760,26148,2013.29805524,1338348,43,Higgston,Higgston town,38348,02405828,13,Georgia,GA,4.0
